id,label
955,9
956,9
957,9
958,1
959,6
960,5
961,5
962,3
963,9
964,9
965,1
966,6
967,7
968,4
969,1
970,1
971,7
972,1
973,5
974,2
975,3
976,5
977,7
978,9
979,1
980,4
981,3
982,1
983,1
984,6
985,1
986,3
987,9
988,3
989,4
990,8
991,9
992,8
993,4
994,4
995,5
996,7
997,4
998,1
999,2
1000,3
1001,6
1002,3
1003,1
1004,9
1005,1
1006,7
1007,6
1008,3
1009,6
1010,0
1011,4
1012,2
1013,3
1014,3
1015,4
1016,4
1017,4
1018,9
1019,1
1020,1
1021,1
1022,9
1023,6
1024,7
1025,1
1026,0
1027,1
1028,4
1029,9
1030,6
1031,4
1032,8
1033,0
1034,4
1035,2
1036,0
1037,9
1038,2
1039,7
1040,1
1041,3
1042,7
1043,1
1044,1
1045,1
1046,9
1047,8
1048,8
1049,0
1050,1
1051,4
1052,1
1053,4
1054,7
1055,8
1056,6
1057,1
1058,2
1059,2
1060,7
1061,8
1062,4
1063,8
1064,0
1065,1
1066,2
1067,2
1068,4
1069,0
1070,0
1071,4
1072,6
1073,7
1074,8
1075,6
1076,3
1077,4
1078,7
1079,5
1080,8
1081,9
1082,9
1083,2
1084,8
1085,7
1086,9
1087,0
1088,6
1089,6
1090,3
1091,1
1092,3
1093,0
1094,7
1095,3
1096,2
1097,7
1098,9
1099,8
1100,8
1101,7
1102,6
1103,5
1104,0
1105,6
1106,9
1107,5
1108,9
1109,0
1110,0
1111,5
1112,7
1113,9
1114,9
1115,7
1116,1
1117,7
1118,2
1119,6
1120,9
1121,1
1122,8
1123,1
1124,4
1125,7
1126,9
1127,7
1128,3
1129,0
1130,4
1131,6
1132,7
1133,6
1134,9
1135,7
1136,9
1137,8
1138,6
1139,8
1140,7
1141,7
1142,1
1143,1
1144,1
1145,9
1146,2
1147,0
1148,1
1149,7
1150,7
1151,0
1152,3
1153,6
1154,9
1155,3
1156,6
1157,1
1158,0
1159,9
1160,3
1161,1
1162,9
1163,9
1164,8
1165,9
1166,4
1167,9
1168,1
1169,1
1170,8
1171,6
1172,5
1173,6
1174,1
1175,1
1176,0
1177,4
1178,6
1179,6
1180,0
1181,5
1182,0
1183,8
1184,2
1185,1
1186,9
1187,8
1188,1
1189,7
1190,1
1191,0
1192,0
1193,9
1194,1
1195,6
1196,6
1197,1
1198,8
1199,2
1200,4
1201,3
1202,6
1203,3
1204,5
1205,6
1206,3
1207,6
1208,7
1209,2
1210,9
1211,7
1212,7
1213,6
1214,6
1215,7
1216,7
1217,3
1218,3
1219,8
1220,6
1221,6
1222,9
1223,6
1224,8
1225,2
1226,8
1227,7
1228,6
1229,7
1230,9
1231,0
1232,5
1233,1
1234,0
1235,6
1236,0
1237,0
1238,5
1239,4
1240,8
1241,1
1242,6
1243,6
1244,1
1245,4
1246,5
1247,1
1248,3
1249,1
1250,1
1251,5
1252,4
1253,7
1254,6
1255,7
1256,3
1257,3
1258,7
1259,3
1260,3
1261,7
1262,4
1263,7
1264,8
1265,0
1266,4
1267,4
1268,4
1269,8
1270,2
1271,0
1272,2
1273,9
1274,6
1275,7
1276,1
1277,3
1278,8
1279,6
1280,0
1281,3
1282,5
1283,7
1284,1
1285,9
1286,2
1287,9
1288,8
1289,1
1290,5
1291,0
1292,6
1293,8
1294,9
1295,4
1296,2
1297,2
1298,7
1299,6
1300,2
1301,1
1302,6
1303,6
1304,6
1305,4
1306,9
1307,1
1308,4
1309,1
1310,7
1311,0
1312,5
1313,3
1314,5
1315,6
1316,7
1317,2
1318,5
1319,6
1320,1
1321,7
1322,7
1323,2
1324,3
1325,7
1326,7
1327,3
1328,5
1329,0
1330,0
1331,3
1332,4
1333,3
1334,3
1335,5
1336,5
1337,1
1338,7
1339,2
1340,3
1341,1
1342,3
1343,0
1344,8
1345,4
1346,8
1347,1
1348,2
1349,6
1350,3
1351,4
1352,1
1353,4
1354,7
1355,0
1356,4
1357,4
1358,2
1359,5
1360,0
1361,7
1362,3
1363,3
1364,4
1365,6
1366,1
1367,7
1368,9
1369,5
1370,2
1371,1
1372,6
1373,6
1374,2
1375,6
1376,1
1377,2
1378,7
1379,7
1380,2
1381,8
1382,7
1383,8
1384,4
1385,8
1386,5
1387,0
1388,4
1389,5
1390,1
1391,4
1392,5
1393,1
1394,6
1395,9
1396,1
1397,4
1398,2
1399,3
1400,5
1401,1
1402,9
1403,7
1404,5
1405,1
1406,8
1407,3
1408,6
1409,7
1410,5
1411,1
1412,0
1413,3
1414,1
1415,9
1416,7
1417,3
1418,3
1419,6
1420,0
1421,0
1422,1
1423,3
1424,3
1425,7
1426,6
1427,3
1428,4
1429,1
1430,4
1431,0
1432,3
1433,2
1434,0
1435,8
1436,0
1437,9
1438,4
1439,3
1440,0
1441,5
1442,7
1443,4
1444,5
1445,9
1446,9
1447,8
1448,5
1449,4
1450,2
1451,8
1452,5
1453,2
1454,0
1455,7
1456,0
1457,1
1458,8
1459,6
1460,1
1461,0
1462,6
1463,8
1464,8
1465,5
1466,2
1467,4
1468,0
1469,6
1470,7
1471,8
1472,0
1473,9
1474,3
1475,8
1476,1
1477,3
1478,0
1479,3
1480,0
1481,0
1482,5
1483,2
1484,6
1485,7
1486,6
1487,9
1488,7
1489,6
1490,0
1491,6
1492,8
1493,5
1494,6
1495,1
1496,6
1497,9
1498,2
1499,5
1500,8
1501,9
1502,2
1503,1
1504,4
1505,8
1506,4
1507,3
1508,3
1509,9
1510,2
1511,4
1512,0
1513,8
1514,5
1515,6
1516,7
1517,6
1518,2
1519,1
1520,5
1521,8
1522,3
1523,6
1524,2
1525,0
1526,1
1527,6
1528,2
1529,9
1530,9
1531,1
1532,9
1533,6
1534,3
1535,7
1536,9
1537,5
1538,8
1539,0
1540,3
1541,9
1542,0
1543,2
1544,5
1545,0
1546,6
1547,9
1548,2
1549,2
1550,1
1551,2
1552,4
1553,6
1554,9
1555,6
1556,1
1557,9
1558,8
1559,6
1560,6
1561,8
1562,3
1563,4
1564,8
1565,8
1566,3
1567,6
1568,0
1569,6
1570,0
1571,2
1572,3
1573,5
1574,1
1575,2
1576,3
1577,4
1578,4
1579,8
1580,4
1581,6
1582,5
1583,5
1584,3
1585,7
1586,7
1587,9
1588,6
1589,0
1590,9
1591,1
1592,4
1593,8
1594,0
1595,3
1596,9
1597,1
1598,9
1599,0
1600,1
1601,6
1602,5
1603,9
1604,4
1605,1
1606,1
1607,5
1608,6
1609,9
1610,4
1611,2
1612,1
1613,2
1614,6
1615,7
1616,1
1617,8
1618,5
1619,8
1620,3
1621,5
1622,1
1623,0
1624,1
1625,1
1626,1
1627,0
1628,1
1629,9
1630,1
1631,1
1632,7
1633,9
1634,2
1635,8
1636,3
1637,9
1638,3
1639,2
1640,0
1641,3
1642,7
1643,3
1644,4
1645,6
1646,2
1647,1
1648,4
1649,1
1650,7
1651,6
1652,7
1653,6
1654,5
1655,4
1656,4
1657,3
1658,8
1659,6
1660,9
1661,0
1662,8
1663,6
1664,9
1665,0
1666,9
1667,8
1668,9
1669,2
1670,7
1671,0
1672,5
1673,2
1674,0
1675,1
1676,1
1677,6
1678,2
1679,5
1680,1
1681,9
1682,0
1683,3
1684,7
1685,9
1686,3
1687,1
1688,0
1689,7
1690,4
1691,7
1692,6
1693,0
1694,9
1695,0
1696,7
1697,3
1698,8
1699,4
1700,3
1701,9
1702,9
1703,7
1704,6
1705,8
1706,3
1707,2
1708,4
1709,1
1710,8
1711,7
1712,4
1713,1
1714,7
1715,7
1716,0
1717,9
1718,5
1719,4
1720,1
1721,0
1722,4
1723,3
1724,9
1725,1
1726,8
1727,3
1728,3
1729,3
1730,7
1731,5
1732,0
1733,6
1734,2
1735,6
1736,8
1737,7
1738,1
1739,1
1740,2
1741,3
1742,8
1743,6
1744,3
1745,1
1746,0
1747,5
1748,6
1749,0
1750,5
1751,6
1752,1
1753,1
1754,2
1755,7
1756,0
1757,3
1758,2
1759,2
1760,8
1761,5
1762,5
1763,8
1764,6
1765,0
1766,1
1767,7
1768,9
1769,6
1770,8
1771,4
1772,9
1773,3
1774,5
1775,9
1776,4
1777,1
1778,7
1779,9
1780,4
1781,7
1782,9
1783,1
1784,6
1785,2
1786,6
1787,3
1788,1
1789,7
1790,6
1791,0
1792,2
1793,7
1794,0
1795,1
1796,1
1797,7
1798,1
1799,1
1800,5
1801,3
1802,2
1803,8
1804,1
1805,4
1806,6
1807,9
1808,6
1809,9
1810,7
1811,6
1812,4
1813,1
1814,4
1815,4
1816,8
1817,8
1818,7
1819,4
1820,2
1821,7
1822,2
1823,3
1824,9
1825,8
1826,0
1827,5
1828,9
1829,6
1830,8
1831,8
1832,3
1833,9
1834,1
1835,4
1836,1
1837,7
1838,0
1839,5
1840,5
1841,3
1842,1
1843,1
1844,8
1845,3
1846,0
1847,8
1848,8
1849,9
1850,6
1851,1
1852,0
1853,3
1854,5
1855,5
1856,9
1857,5
1858,4
1859,6
1860,6
1861,1
1862,9
1863,4
1864,4
1865,5
1866,1
1867,1
1868,6
1869,3
1870,2
1871,1
1872,9
1873,8
1874,7
1875,7
1876,1
1877,7
1878,3
1879,6
1880,1
1881,9
1882,0
1883,0
1884,4
1885,1
1886,6
1887,0
1888,7
1889,7
1890,4
1891,3
1892,3
1893,6
1894,1
1895,7
1896,6
1897,6
1898,9
1899,4
1900,1
1901,2
1902,4
1903,0
1904,1
1905,2
1906,9
1907,6
1908,7
1909,6
1910,1
1911,3
1912,7
1913,1
1914,8
1915,0
1916,1
1917,8
1918,3
1919,6
1920,6
1921,4
1922,6
1923,1
1924,2
1925,6
1926,2
1927,0
1928,9
1929,8
1930,4
1931,4
1932,6
1933,7
1934,1
1935,1
1936,4
1937,5
1938,8
1939,1
1940,6
1941,6
1942,7
1943,2
1944,9
1945,7
1946,1
1947,1
1948,4
1949,2
1950,7
1951,1
1952,5
1953,1
1954,0
1955,2
1956,9
1957,2
1958,0
1959,0
1960,7
1961,2
1962,4
1963,0
1964,6
1965,2
1966,1
1967,7
1968,3
1969,9
1970,8
1971,1
1972,4
1973,7
1974,9
1975,3
1976,3
1977,3
1978,1
1979,2
1980,7
1981,7
1982,8
1983,2
1984,0
1985,7
1986,6
1987,7
1988,2
1989,2
1990,8
1991,7
1992,9
1993,8
1994,1
1995,7
1996,6
1997,7
1998,4
1999,6
2000,7
2001,7
2002,0
2003,9
2004,8
2005,6
2006,7
2007,6
2008,0
2009,7
2010,5
2011,1
2012,9
2013,6
2014,6
2015,8
2016,7
2017,9
2018,8
2019,0
2020,2
2021,5
2022,9
2023,0
2024,9
2025,7
2026,7
2027,5
2028,5
2029,1
2030,0
2031,5
2032,4
2033,1
2034,7
2035,4
2036,6
2037,1
2038,9
2039,3
2040,6
2041,5
2042,8
2043,8
2044,6
2045,4
2046,9
2047,5
2048,8
2049,7
2050,0
2051,9
2052,4
2053,9
2054,8
2055,9
2056,1
2057,6
2058,9
2059,3
2060,1
2061,1
2062,4
2063,7
2064,5
2065,7
2066,3
2067,7
2068,7
2069,0
2070,1
2071,1
2072,0
2073,3
2074,2
2075,7
2076,6
2077,1
2078,0
2079,1
2080,5
2081,7
2082,2
2083,6
2084,1
2085,1
2086,5
2087,6
2088,3
2089,7
2090,2
2091,4
2092,4
2093,6
2094,9
2095,1
2096,3
2097,0
2098,7
2099,8
2100,4
2101,4
2102,6
2103,9
2104,9
2105,1
2106,9
2107,0
2108,6
2109,5
2110,0
2111,9
2112,6
2113,6
2114,2
2115,7
2116,4
2117,0
2118,9
2119,9
2120,0
2121,5
2122,3
2123,1
2124,1
2125,2
2126,9
2127,3
2128,7
2129,7
2130,8
2131,1
2132,1
2133,0
2134,3
2135,6
2136,5
2137,8
2138,0
2139,1
2140,9
2141,9
2142,8
2143,7
2144,3
2145,5
2146,5
2147,5
2148,4
2149,7
2150,4
2151,6
2152,1
2153,4
2154,1
2155,5
2156,5
2157,9
2158,5
2159,2
2160,7
2161,6
2162,7
2163,3
2164,1
2165,6
2166,0
2167,6
2168,2
2169,5
2170,9
2171,1
2172,4
2173,0
2174,3
2175,3
2176,0
2177,5
2178,4
2179,3
2180,3
2181,7
2182,1
2183,9
2184,1
2185,4
2186,0
2187,7
2188,8
2189,3
2190,0
2191,4
2192,5
2193,7
2194,0
2195,6
2196,1
2197,4
2198,9
2199,6
2200,0
2201,3
2202,7
2203,8
2204,5
2205,6
2206,6
2207,0
2208,4
2209,4
2210,1
2211,6
2212,1
2213,7
2214,2
2215,8
2216,9
2217,4
2218,6
2219,9
2220,4
2221,3
2222,2
2223,6
2224,1
2225,3
2226,7
2227,7
2228,3
2229,3
2230,7
2231,8
2232,7
2233,7
2234,0
2235,1
2236,4
2237,1
2238,6
2239,8
2240,9
2241,5
2242,7
2243,3
2244,5
2245,5
2246,3
2247,4
2248,8
2249,2
2250,1
2251,7
2252,8
2253,6
2254,0
2255,2
2256,4
2257,9
2258,7
2259,9
2260,8
2261,9
2262,2
2263,2
2264,6
2265,1
2266,1
2267,0
2268,9
2269,8
2270,4
2271,2
2272,6
2273,4
2274,7
2275,6
2276,2
2277,6
2278,2
2279,1
2280,3
2281,1
2282,1
2283,8
2284,6
2285,0
2286,3
2287,7
2288,6
2289,1
2290,1
2291,3
2292,1
2293,7
2294,9
2295,9
2296,2
2297,0
2298,4
2299,0
2300,1
2301,0
2302,1
2303,1
2304,9
2305,8
2306,3
2307,7
2308,1
2309,7
2310,5
2311,1
2312,4
2313,8
2314,8
2315,6
2316,3
2317,1
2318,3
2319,7
2320,9
2321,5
2322,2
2323,9
2324,3
2325,2
2326,4
2327,8
2328,9
2329,6
2330,3
2331,7
2332,2
2333,2
2334,1
2335,1
2336,9
2337,0
2338,2
2339,9
2340,4
2341,1
2342,4
2343,9
2344,1
2345,1
2346,7
2347,7
2348,7
2349,1
2350,4
2351,7
2352,2
2353,0
2354,9
2355,6
2356,7
2357,3
2358,1
2359,2
2360,6
2361,4
2362,4
2363,3
2364,7
2365,9
2366,0
2367,2
2368,6
2369,4
2370,3
2371,8
2372,6
2373,1
2374,6
2375,6
2376,2
2377,5
2378,7
2379,0
2380,7
2381,0
2382,8
2383,8
2384,4
2385,8
2386,4
2387,0
2388,6
2389,6
2390,4
2391,1
2392,9
2393,8
2394,3
2395,9
2396,6
2397,4
2398,0
2399,4
2400,8
2401,5
2402,0
2403,2
2404,4
2405,5
2406,5
2407,1
2408,1
2409,1
2410,0
2411,1
2412,1
2413,2
2414,6
2415,3
2416,7
2417,1
2418,3
2419,9
2420,2
2421,2
2422,3
2423,4
2424,2
2425,1
2426,2
2427,3
2428,1
2429,7
2430,0
2431,5
2432,0
2433,4
2434,1
2435,1
2436,3
2437,9
2438,9
2439,2
2440,9
2441,4
2442,0
2443,8
2444,7
2445,1
2446,6
2447,6
2448,7
2449,0
2450,8
2451,1
2452,1
2453,1
2454,1
2455,6
2456,5
2457,3
2458,6
2459,1
2460,5
2461,4
2462,5
2463,0
2464,9
2465,1
2466,7
2467,1
2468,1
2469,0
2470,1
2471,7
2472,1
2473,9
2474,6
2475,6
2476,1
2477,9
2478,5
2479,6
2480,7
2481,5
2482,8
2483,8
2484,4
2485,2
2486,7
2487,3
2488,0
2489,1
2490,9
2491,5
2492,6
2493,7
2494,8
2495,1
2496,0
2497,4
2498,1
2499,8
2500,2
2501,8
2502,9
2503,3
2504,3
2505,1
2506,8
2507,7
2508,3
2509,9
2510,3
2511,7
2512,1
2513,6
2514,0
2515,7
2516,5
2517,8
2518,3
2519,1
2520,8
2521,0
2522,6
2523,2
2524,3
2525,6
2526,3
2527,9
2528,4
2529,4
2530,9
2531,7
2532,1
2533,5
2534,6
2535,3
2536,5
2537,7
2538,0
2539,1
2540,1
2541,7
2542,4
2543,1
2544,0
2545,3
2546,1
2547,5
2548,7
2549,3
2550,4
2551,1
2552,1
2553,4
2554,6
2555,2
2556,7
2557,0
2558,3
2559,8
2560,8
2561,3
2562,5
2563,7
2564,3
2565,4
2566,1
2567,4
2568,1
2569,1
2570,9
2571,1
2572,1
2573,7
2574,8
2575,2
2576,0
2577,2
2578,6
2579,6
2580,6
2581,9
2582,1
2583,9
2584,9
2585,8
2586,1
2587,7
2588,4
2589,4
2590,2
2591,2
2592,8
2593,9
2594,3
2595,0
2596,3
2597,7
2598,6
2599,8
2600,3
2601,5
2602,6
2603,9
2604,5
2605,3
2606,6
2607,3
2608,0
2609,0
2610,1
2611,2
2612,3
2613,1
2614,4
2615,3
2616,1
2617,1
2618,1
2619,9
2620,5
2621,1
2622,1
2623,4
2624,7
2625,6
2626,1
2627,5
2628,1
2629,8
2630,8
2631,8
2632,6
2633,1
2634,6
2635,5
2636,1
2637,8
2638,1
2639,4
2640,0
2641,5
2642,0
2643,7
2644,4
2645,7
2646,2
2647,9
2648,5
2649,1
2650,3
2651,5
2652,4
2653,1
2654,4
2655,2
2656,8
2657,0
2658,4
2659,4
2660,7
2661,2
2662,6
2663,7
2664,0
2665,5
2666,2
2667,1
2668,7
2669,0
2670,0
2671,9
2672,2
2673,1
2674,0
2675,1
2676,1
2677,8
2678,1
2679,0
2680,0
2681,7
2682,2
2683,2
2684,9
2685,2
2686,5
2687,6
2688,3
2689,9
2690,9
2691,6
2692,9
2693,1
2694,6
2695,1
2696,1
2697,1
2698,9
2699,6
2700,8
2701,9
2702,6
2703,0
2704,9
2705,1
2706,7
2707,9
2708,5
2709,9
2710,1
2711,5
2712,8
2713,6
2714,5
2715,4
2716,6
2717,5
2718,9
2719,2
2720,4
2721,1
2722,4
2723,9
2724,8
2725,6
2726,0
2727,0
2728,4
2729,8
2730,8
2731,6
2732,6
2733,2
2734,1
2735,7
2736,1
2737,1
2738,9
2739,5
2740,6
2741,1
2742,3
2743,5
2744,4
2745,1
2746,3
2747,4
2748,4
2749,7
2750,8
2751,2
2752,9
2753,2
2754,0
2755,5
2756,6
2757,5
2758,9
2759,1
2760,9
2761,0
2762,2
2763,4
2764,8
2765,1
2766,8
2767,5
2768,1
2769,9
2770,8
2771,9
2772,4
2773,0
2774,1
2775,4
2776,1
2777,1
2778,2
2779,9
2780,3
2781,2
2782,1
2783,4
2784,4
2785,4
2786,6
2787,5
2788,7
2789,4
2790,1
2791,7
2792,9
2793,1
2794,0
2795,1
2796,0
2797,1
2798,0
2799,2
2800,7
2801,6
2802,7
2803,6
2804,8
2805,1
2806,9
2807,8
2808,6
2809,3
2810,6
2811,7
2812,7
2813,0
2814,6
2815,4
2816,7
2817,1
2818,1
2819,4
2820,8
2821,5
2822,8
2823,2
2824,1
2825,1
2826,1
2827,6
2828,3
2829,3
2830,6
2831,5
2832,4
2833,2
2834,2
2835,8
2836,6
2837,0
2838,5
2839,6
2840,8
2841,1
2842,8
2843,0
2844,9
2845,0
2846,6
2847,2
2848,3
2849,6
2850,2
2851,0
2852,1
2853,9
2854,9
2855,8
2856,4
2857,3
2858,1
2859,4
2860,1
2861,7
2862,4
2863,9
2864,1
2865,8
2866,9
2867,1
2868,6
2869,9
2870,5
2871,2
2872,1
2873,3
2874,7
2875,1
2876,3
2877,9
2878,0
2879,9
2880,7
2881,4
2882,4
2883,6
2884,9
2885,1
2886,2
2887,0
2888,9
2889,4
2890,8
2891,3
2892,0
2893,4
2894,3
2895,9
2896,7
2897,3
2898,7
2899,9
2900,1
2901,6
2902,2
2903,4
2904,1
2905,1
2906,7
2907,6
2908,3
2909,7
2910,4
2911,9
2912,8
2913,5
2914,2
2915,0
2916,3
2917,0
2918,6
2919,1
2920,6
2921,1
2922,4
2923,5
2924,1
2925,7
2926,1
2927,3
2928,1
2929,8
2930,6
2931,3
2932,1
2933,4
2934,2
2935,1
2936,4
2937,8
2938,2
2939,4
2940,2
2941,8
2942,1
2943,4
2944,6
2945,4
2946,0
2947,1
2948,0
2949,8
2950,0
2951,2
2952,4
2953,6
2954,7
2955,0
2956,8
2957,0
2958,6
2959,6
2960,1
2961,3
2962,9
2963,4
2964,1
2965,6
2966,6
2967,9
2968,8
2969,3
2970,7
2971,1
2972,8
2973,3
2974,4
2975,5
2976,5
2977,9
2978,2
2979,7
2980,1
2981,6
2982,1
2983,6
2984,2
2985,7
2986,7
2987,8
2988,4
2989,1
2990,4
2991,3
2992,1
2993,3
2994,1
2995,0
2996,4
2997,0
